4.652285575866699,4.7751359939575195,4.911605358123779,4.789338111877441,4.9000325202941895,4.531006813049316,4.652139663696289,4.529069423675537,4.775041580200195,4.788472652435303,4.905106067657471,4.9014692306518555,4.400432586669922,4.278805732727051,4.404024600982666,4.402128219604492,4.647291660308838,4.400315761566162,4.773838043212891,4.525687217712402,4.7724409103393555,4.526716232299805,4.527255535125732,4.5271172523498535,4.280971527099609,4.7790045738220215,4.447444438934326,4.403039932250977,4.282015800476074,4.405517101287842,4.662301540374756,4.792327880859375,4.673235893249512,4.653871536254883,4.93006706237793,4.9156880378723145,4.902503967285156,4.526780128479004,4.835695743560791,4.902388572692871,4.662932872772217,4.655345439910889,4.661880016326904,4.65537691116333,4.787370681762695,4.918910503387451,4.9447221755981445,4.773605823516846,4.793071746826172,4.527604103088379,4.405978679656982,4.781589508056641,4.899040222167969,4.903472900390625,4.658331871032715,4.907516956329346,4.817868709564209,5.03028678894043,5.027878761291504,5.033461570739746,4.654934883117676,4.775431156158447,4.778365612030029,4.654745101928711,4.777371883392334,4.780213356018066,4.659580707550049,5.024853706359863,4.899044990539551,5.026731491088867,4.894633769989014,5.024637222290039
4.652760982513428,4.758482933044434,4.898995399475098,4.777255535125732,4.898323059082031,4.529309272766113,4.529827117919922,4.529669284820557,4.774703025817871,4.78146505355835,4.906793594360352,4.8994550704956055,4.399600028991699,4.276723861694336,4.402780532836914,4.280918121337891,4.645945072174072,4.404975414276123,4.773799419403076,4.525634765625,4.772719383239746,4.525905609130859,4.4130096435546875,4.529168128967285,4.281211853027344,4.777350425720215,4.2813215255737305,4.291196346282959,4.281197547912598,4.404449462890625,4.664341926574707,4.779275894165039,4.657998085021973,4.652684688568115,4.915130138397217,4.731593132019043,4.901288986206055,4.52576208114624,4.777017116546631,4.903880596160889,4.652106285095215,4.656038284301758,4.659506797790527,4.656050205230713,4.7869157791137695,4.994960784912109,4.9956207275390625,4.773874282836914,4.775525093078613,4.527408599853516,4.406917572021484,4.778393745422363,4.899633884429932,4.901664733886719,4.662410259246826,4.905912399291992,4.853601455688477,5.030777931213379,5.0289692878723145,5.012613296508789,4.660904407501221,4.786716461181641,4.782904624938965,4.653658866882324,4.655247211456299,4.780243873596191,4.652943134307861,5.0321879386901855,4.903602600097656,5.026803970336914,4.824434280395508,5.020271301269531
4.652998924255371,4.653037071228027,4.896334648132324,4.774874687194824,4.901710510253906,4.527807712554932,4.52949333190918,4.528499603271484,4.778502941131592,4.775273323059082,4.905113220214844,4.907520771026611,4.279015064239502,4.276289939880371,4.40275764465332,4.280269622802734,4.649579048156738,4.4029083251953125,4.668561935424805,4.525489330291748,4.654527187347412,4.526037693023682,4.41042423248291,4.527442932128906,4.280972480773926,4.776147842407227,4.280101776123047,4.282565116882324,4.28154182434082,4.401839256286621,4.65206241607666,4.779534339904785,4.608375549316406,4.653794288635254,5.003993988037109,4.660797595977783,4.898292541503906,4.525354385375977,4.779542446136475,4.901017189025879,4.6617512702941895,4.651500225067139,4.661134719848633,4.650149345397949,4.777188777923584,4.934121131896973,4.916253566741943,4.776241302490234,4.775045871734619,4.526495933532715,4.4049763679504395,4.778131484985352,4.654260635375977,4.9037909507751465,4.659523963928223,4.907883167266846,4.8104963302612305,4.937138557434082,5.028816223144531,5.041220664978027,4.780582427978516,4.778961658477783,4.77928352355957,4.654352188110352,4.655511379241943,4.779563903808594,4.654304504394531,5.0418548583984375,4.932345867156982,5.02396297454834,4.885781764984131,5.028088092803955
4.653707027435303,4.651702880859375,4.901212215423584,4.771726608276367,4.904567718505859,4.530344009399414,4.530033111572266,4.5290069580078125,4.776707172393799,4.777200698852539,4.906513214111328,4.898837566375732,4.2769269943237305,4.280325889587402,4.403063774108887,4.27699089050293,4.646806240081787,4.405670642852783,4.651793479919434,4.525204658508301,4.650247573852539,4.526344299316406,4.403191089630127,4.526464939117432,4.280984878540039,4.776923179626465,4.2793684005737305,4.278058052062988,4.280912399291992,4.40517520904541,4.650397300720215,4.779752254486084,4.579161643981934,4.651270866394043,4.89986515045166,4.661716461181641,4.895643711090088,4.529566287994385,4.77755069732666,4.899919509887695,4.650880336761475,4.655625343322754,4.682257652282715,4.535907745361328,4.757153034210205,4.912274360656738,4.9107770919799805,4.783145904541016,4.781022548675537,4.4282331466674805,4.406311988830566,4.7776384353637695,4.530050277709961,4.904361724853516,4.659040451049805,4.9208245277404785,4.787647724151611,4.98218297958374,4.958271026611328,5.108747959136963,4.529542922973633,4.659374237060547,4.7802605628967285,4.653835773468018,4.656226634979248,4.778982162475586,4.720703125,5.026434421539307,4.8974289894104,4.950514316558838,4.81251335144043,5.031872749328613
4.654427528381348,4.651325702667236,4.900539398193359,4.773958206176758,4.9019317626953125,4.529670715332031,4.5275654792785645,4.528185844421387,4.7783427238464355,4.777017116546631,4.906159400939941,4.898957252502441,4.276397705078125,4.280507564544678,4.4010725021362305,4.278726577758789,4.64702844619751,4.279989242553711,4.649074554443359,4.403312683105469,4.65112829208374,4.524619102478027,4.403125286102295,4.5265655517578125,4.281113147735596,4.7829132080078125,4.281052112579346,4.163318157196045,4.279689311981201,4.405721187591553,4.654787063598633,4.7762956619262695,4.554623126983643,4.653619289398193,4.936158180236816,4.675123691558838,4.89906120300293,4.525087833404541,4.7785139083862305,4.901173114776611,4.658263206481934,4.78721284866333,4.664272785186768,4.541398048400879,4.772714614868164,4.918673515319824,4.90350341796875,4.711581230163574,4.790813446044922,4.279109001159668,4.405087471008301,4.7803215980529785,4.463361740112305,4.902358531951904,4.656012535095215,4.902897357940674,4.784307479858398,4.916927814483643,4.9672417640686035,5.031322002410889,4.530798435211182,4.563749313354492,4.880698204040527,4.655440807342529,4.855616569519043,4.656808853149414,4.652528762817383,5.027642250061035,4.927196025848389,4.805189609527588,4.787652015686035,5.024595260620117
4.654375076293945,4.6485514640808105,4.901058673858643,4.772443771362305,4.905538082122803,4.525730609893799,4.527493000030518,4.526318073272705,4.772308349609375,4.777562141418457,4.902238845825195,4.656156539916992,4.278943061828613,4.281010150909424,4.401074409484863,4.2773027420043945,4.645906925201416,4.280057907104492,4.648592948913574,4.401924133300781,4.648421287536621,4.419613361358643,4.404761791229248,4.525376319885254,4.284012317657471,4.779236793518066,4.279654026031494,4.156644821166992,4.281269550323486,4.403120994567871,4.650648593902588,4.784345626831055,4.545280456542969,4.654579162597656,4.899503707885742,4.684720039367676,4.896793842315674,4.526920795440674,4.7801513671875,4.652653217315674,4.6570539474487305,4.7018723487854,4.661315441131592,4.529784202575684,4.747467041015625,4.915125846862793,4.909543037414551,4.668227195739746,4.773830413818359,4.2793779373168945,4.405935287475586,4.780516624450684,4.403585433959961,4.902106285095215,4.655634880065918,4.904529571533203,4.787567615509033,4.904438495635986,4.902222156524658,4.920457363128662,4.531157493591309,4.530473232269287,4.789427757263184,4.704318523406982,4.692769527435303,4.654909133911133,4.6510329246521,4.907533645629883,4.897245407104492,4.876453399658203,4.866303443908691,5.02362060546875
4.652786731719971,4.650284767150879,4.9034528732299805,4.774083137512207,4.904009819030762,4.52934455871582,4.527534484863281,4.515013694763184,4.771439552307129,4.77720832824707,4.9051923751831055,4.651230812072754,4.278266429901123,4.279417514801025,4.400358200073242,4.278286457061768,4.590030670166016,4.278947830200195,4.64790153503418,4.402187824249268,4.647388458251953,4.401198863983154,4.402356147766113,4.524127960205078,4.280721187591553,4.778125762939453,4.157158374786377,4.1559834480285645,4.282051086425781,4.4043073654174805,4.657794952392578,4.684452056884766,4.531160354614258,4.540537357330322,4.900631904602051,4.6961164474487305,4.895734786987305,4.528779983520508,4.776955604553223,4.654752254486084,4.654747009277344,4.654106616973877,4.6571855545043945,4.533641815185547,4.689803123474121,4.906400680541992,4.903524398803711,4.77266263961792,4.77303409576416,4.279376029968262,4.406054973602295,4.775301933288574,4.406064510345459,4.9012322425842285,4.655374050140381,4.904675483703613,4.781000137329102,4.9051055908203125,4.94326114654541,4.900373458862305,4.529246807098389,4.542384624481201,4.658819675445557,4.655179023742676,4.659070014953613,4.65550422668457,4.657435894012451,4.902400970458984,4.899134635925293,4.794853210449219,4.81381893157959,5.024787425994873
4.652189254760742,4.653646945953369,4.8890910148620605,4.773097038269043,4.903111457824707,4.52728271484375,4.526069164276123,4.403758525848389,4.656400203704834,4.777238368988037,4.863221645355225,4.644450664520264,4.277441024780273,4.279322147369385,4.402705669403076,4.154158115386963,4.526486873626709,4.278617858886719,4.647533416748047,4.401526927947998,4.646958351135254,4.401508808135986,4.403092861175537,4.523562431335449,4.280601501464844,4.776088237762451,4.155986785888672,4.1561994552612305,4.280973434448242,4.4077863693237305,4.655305862426758,4.662674903869629,4.530651569366455,4.5307769775390625,4.8973774909973145,4.662294387817383,4.865612030029297,4.455630302429199,4.777649402618408,4.654638290405273,4.653864860534668,4.660043239593506,4.6564435958862305,4.533358097076416,4.653039932250977,4.9039740562438965,4.923317909240723,4.768732070922852,4.542342185974121,4.279604911804199,4.4046149253845215,4.772137641906738,4.406241416931152,4.782083988189697,4.657596588134766,4.9081501960754395,4.815702438354492,4.917396545410156,4.904617786407471,4.904976844787598,4.655045986175537,4.530973434448242,4.652836799621582,4.655791759490967,4.655123233795166,4.780850887298584,4.654749393463135,4.919870376586914,4.837114334106445,4.8541669845581055,4.7826032638549805,5.028961181640625
4.654144763946533,4.6537556648254395,4.776791572570801,4.769876480102539,4.900102138519287,4.407129287719727,4.527580261230469,4.405440330505371,4.534293174743652,4.777537822723389,4.791968822479248,4.542281150817871,4.277247428894043,4.280055046081543,4.400591850280762,4.155956268310547,4.279767990112305,4.279151916503906,4.647918224334717,4.402303695678711,4.407121658325195,4.400762557983398,4.402170181274414,4.529999256134033,4.281169414520264,4.7317328453063965,4.156270503997803,4.155905246734619,4.279756546020508,4.405200004577637,4.649722576141357,4.668381690979004,4.537913799285889,4.595335960388184,4.930062770843506,4.662237167358398,4.77824592590332,4.404574394226074,4.804728984832764,4.530340194702148,4.654506683349609,4.652988910675049,4.655713081359863,4.532843112945557,4.712003231048584,4.937135219573975,4.917364120483398,4.750425815582275,4.527780532836914,4.407340049743652,4.406003475189209,4.773848533630371,4.4071044921875,4.7773942947387695,4.6539201736450195,4.904439926147461,4.779765605926514,4.917590141296387,4.901456832885742,4.9113545417785645,4.528945446014404,4.529329776763916,4.655014514923096,4.654900550842285,4.6559529304504395,4.533114433288574,4.652426242828369,4.904764175415039,4.8635454177856445,4.7785539627075195,4.806210517883301,5.021055698394775
4.652002811431885,4.651006698608398,4.794119834899902,4.774273872375488,4.903914451599121,4.404480934143066,4.485461711883545,4.403571605682373,4.530745506286621,4.774720668792725,4.777141571044922,4.538050174713135,4.276501178741455,4.277677536010742,4.278010368347168,4.154469966888428,4.278576850891113,4.283923149108887,4.649056911468506,4.400388240814209,4.405830383300781,4.400200843811035,4.401288986206055,4.525341510772705,4.280989646911621,4.653571128845215,4.157201766967773,4.154829978942871,4.279285907745361,4.404745101928711,4.654171466827393,4.655845642089844,4.531737327575684,4.529747009277344,4.862061500549316,4.655811786651611,4.771755218505859,4.404427528381348,4.774601936340332,4.527964115142822,4.655306816101074,4.654038429260254,4.664567470550537,4.5292558670043945,4.691511154174805,4.927779674530029,4.9029459953308105,4.736382007598877,4.5276618003845215,4.281230449676514,4.406388282775879,4.772290229797363,4.40566349029541,4.780066013336182,4.655230522155762,4.902320861816406,4.779844760894775,4.910178184509277,4.904531955718994,4.900474548339844,4.543344974517822,4.531394004821777,4.657900333404541,4.654858589172363,4.653646469116211,4.529833793640137,4.658847808837891,4.936982154846191,4.79098653793335,4.775393009185791,4.794682502746582,4.905801296234131
4.653295516967773,4.652163505554199,4.779970645904541,4.7717604637146,4.784682750701904,4.404585838317871,4.403602123260498,4.401643753051758,4.542668342590332,4.774692535400391,4.774190425872803,4.526510238647461,4.278450012207031,4.278628349304199,4.277833938598633,4.1558709144592285,4.2787699699401855,4.279663562774658,4.6466498374938965,4.401170253753662,4.404977321624756,4.401154041290283,4.400966644287109,4.525488376617432,4.281822204589844,4.660309314727783,4.155974388122559,4.154901504516602,4.280195236206055,4.403748035430908,4.650424003601074,4.648813724517822,4.52940034866333,4.5311126708984375,4.862723350524902,4.665963172912598,4.773211479187012,4.405261039733887,4.784519672393799,4.527632713317871,4.652389049530029,4.652558326721191,4.653332710266113,4.5304765701293945,4.652220726013184,4.912457466125488,4.90000057220459,4.724266529083252,4.527323246002197,4.278181552886963,4.405900001525879,4.773318767547607,4.519798755645752,4.7784013748168945,4.653535842895508,4.903153419494629,4.780543327331543,4.90057373046875,4.897177696228027,4.9036359786987305,4.529332160949707,4.544814586639404,4.654672622680664,4.655791282653809,4.654422760009766,4.581338405609131,4.66310453414917,4.904294967651367,4.866467475891113,4.65757942199707,4.782534122467041,4.974159240722656
4.651752471923828,4.6507086753845215,4.776423454284668,4.772835731506348,4.780231475830078,4.405884742736816,4.404096603393555,4.402223587036133,4.530900001525879,4.771149635314941,4.773090839385986,4.528773307800293,4.277319431304932,4.2788238525390625,4.155355453491211,4.155806064605713,4.27725887298584,4.278730869293213,4.5280914306640625,4.4007568359375,4.404027462005615,4.399633407592773,4.400861740112305,4.525420665740967,4.28105354309082,4.655601978302002,4.156430721282959,4.161073684692383,4.279338836669922,4.52509880065918,4.648374557495117,4.656634330749512,4.528420448303223,4.507747173309326,4.78203010559082,4.657957553863525,4.6528096199035645,4.404681205749512,4.7773942947387695,4.528030872344971,4.655323028564453,4.656554222106934,4.656606197357178,4.53450345993042,4.649509429931641,4.908317565917969,4.942782878875732,4.6595869064331055,4.528721332550049,4.278841018676758,4.4052815437316895,4.528045654296875,4.404207706451416,4.77961540222168,4.650405406951904,4.902369499206543,4.778622627258301,4.901907920837402,4.869947910308838,4.893743991851807,4.677465915679932,4.530851364135742,4.653226375579834,4.6546125411987305,4.670274257659912,4.530972003936768,4.656316757202148,4.901991367340088,4.885995864868164,4.680577278137207,4.844498157501221,4.903521537780762
4.65234899520874,4.403868675231934,4.776305198669434,4.775144100189209,4.778801441192627,4.404374122619629,4.401884078979492,4.401919841766357,4.527771949768066,4.773547172546387,4.776484489440918,4.440001010894775,4.277120113372803,4.406651020050049,4.155275344848633,4.155751705169678,4.278077125549316,4.278517723083496,4.524115085601807,4.399893283843994,4.40294075012207,4.400466442108154,4.401448726654053,4.5242919921875,4.280904293060303,4.654486179351807,4.155510902404785,4.156876087188721,4.280444622039795,4.404730319976807,4.649615287780762,4.650559902191162,4.529693126678467,4.426839828491211,4.901340484619141,4.654882907867432,4.651209831237793,4.402439117431641,4.776020526885986,4.528370380401611,4.65242338180542,4.653719425201416,4.653584003448486,4.529404163360596,4.655109882354736,4.905076503753662,4.907691955566406,4.57888650894165,4.52712869644165,4.27823543548584,4.405874252319336,4.5298967361450195,4.403141975402832,4.816597938537598,4.650908946990967,4.9019975662231445,4.778964519500732,4.902164936065674,4.697645664215088,4.803138732910156,4.52912712097168,4.530241966247559,4.653762340545654,4.655964374542236,4.530029773712158,4.532853126525879,4.650195121765137,4.904036045074463,4.804758071899414,4.65731954574585,4.779026508331299,4.880001068115234
4.655662536621094,4.407924175262451,4.78084659576416,4.77158260345459,4.779971599578857,4.4045891761779785,4.403510093688965,4.403294563293457,4.536808490753174,4.772430419921875,4.777763843536377,4.419373512268066,4.2779741287231445,4.281361103057861,4.154629707336426,4.154563903808594,4.279590606689453,4.277666091918945,4.528459548950195,4.400138854980469,4.404348850250244,4.399927139282227,4.402403831481934,4.523540496826172,4.2809553146362305,4.406389236450195,4.155984401702881,4.155456066131592,4.279678821563721,4.405526161193848,4.623968601226807,4.649600028991699,4.5371809005737305,4.407593727111816,4.831620216369629,4.6547675132751465,4.6521453857421875,4.402224540710449,4.775607109069824,4.525911808013916,4.652116775512695,4.649937629699707,4.652605056762695,4.527559280395508,4.663424015045166,4.9026265144348145,4.903059005737305,4.545462608337402,4.405396938323975,4.278463363647461,4.414872169494629,4.5285820960998535,4.408257484436035,4.777311325073242,4.5318217277526855,4.901276588439941,4.777983665466309,4.900931358337402,4.7636799812316895,4.92033052444458,4.546127796173096,4.611339569091797,4.657197952270508,4.655085563659668,4.528589248657227,4.529494285583496,4.6516618728637695,4.90197229385376,4.8851094245910645,4.6574859619140625,4.7844743728637695,4.668149948120117
4.653176307678223,4.403631687164307,4.777411937713623,4.655768394470215,4.780547618865967,4.405317783355713,4.403375625610352,4.401918411254883,4.529423713684082,4.772191047668457,4.772425651550293,4.406075477600098,4.278604507446289,4.279400825500488,4.154746055603027,4.154651165008545,4.28082275390625,4.277163505554199,4.524521350860596,4.40024471282959,4.401904106140137,4.400012493133545,4.302823066711426,4.524261951446533,4.285918235778809,4.406231880187988,4.155921936035156,4.155882358551025,4.284141540527344,4.405442714691162,4.531022071838379,4.652895450592041,4.5312604904174805,4.421408176422119,4.776357650756836,4.673074245452881,4.646696090698242,4.406903266906738,4.774508476257324,4.529181957244873,4.65336799621582,4.6371941566467285,4.656375885009766,4.5280022621154785,4.65828800201416,4.9027099609375,4.900518894195557,4.593598365783691,4.404576301574707,4.2804436683654785,4.405943393707275,4.528863430023193,4.404425144195557,4.773787498474121,4.533556938171387,4.902967929840088,4.777409076690674,4.902338027954102,4.687331676483154,4.82354736328125,4.530828475952148,4.530857086181641,4.655701160430908,4.664669990539551,4.529725074768066,4.531681537628174,4.652144908905029,4.901665687561035,4.780091285705566,4.653175354003906,4.775084972381592,4.7332353591918945
4.650988578796387,4.403804779052734,4.775830268859863,4.653849124908447,4.778311252593994,4.3520002365112305,4.402745723724365,4.403306484222412,4.526243209838867,4.7713751792907715,4.655879974365234,4.404109954833984,4.280771732330322,4.279806137084961,4.154906272888184,4.15604305267334,4.279887676239014,4.279615879058838,4.523282527923584,4.401410102844238,4.4016242027282715,4.400670051574707,4.281944751739502,4.416512489318848,4.2808661460876465,4.405328273773193,4.156071662902832,4.155981540679932,4.279027462005615,4.405965328216553,4.524456024169922,4.64914608001709,4.527349472045898,4.4091691970825195,4.776320457458496,4.651906967163086,4.651045322418213,4.401726722717285,4.653618335723877,4.527642250061035,4.654101371765137,4.554919242858887,4.652200698852539,4.543581962585449,4.6536431312561035,4.902350425720215,4.957003116607666,4.55091667175293,4.404884338378906,4.279355049133301,4.406030654907227,4.526176929473877,4.4058613777160645,4.778216361999512,4.518784523010254,4.903038501739502,4.77742862701416,4.897822380065918,4.704371929168701,4.780399322509766,4.530303955078125,4.531796932220459,4.780241966247559,4.655973434448242,4.529051303863525,4.531298637390137,4.6502227783203125,4.932987689971924,4.775622367858887,4.6565656661987305,4.776593208312988,4.706857681274414
4.6501784324646,4.403301239013672,4.777759552001953,4.652040004730225,4.779391288757324,4.283665180206299,4.402473449707031,4.401501178741455,4.526318073272705,4.771262168884277,4.653473854064941,4.404275894165039,4.277240753173828,4.279940128326416,4.155684471130371,4.157182216644287,4.280052661895752,4.279211521148682,4.524120807647705,4.402207851409912,4.401913166046143,4.400071144104004,4.28373908996582,4.347729682922363,4.279428482055664,4.405941009521484,4.155982971191406,4.15609884262085,4.279291152954102,4.405121803283691,4.298283100128174,4.647515296936035,4.5331878662109375,4.4091691970825195,4.796702861785889,4.654096603393555,4.651390552520752,4.401827812194824,4.652729034423828,4.526082992553711,4.649969100952148,4.599245548248291,4.650920391082764,4.528153896331787,4.65121603012085,4.904675483703613,4.994553565979004,4.582376480102539,4.405224323272705,4.279698371887207,4.404903411865234,4.527712821960449,4.405605792999268,4.775837421417236,4.428719520568848,4.905056476593018,4.776981830596924,4.901167869567871,4.653913974761963,4.55452823638916,4.5297160148620605,4.5309319496154785,4.658805847167969,4.655789375305176,4.653934478759766,4.608000755310059,4.5684895515441895,4.899979591369629,4.806243896484375,4.650039196014404,4.7771220207214355,4.663914203643799
4.653374195098877,4.404479503631592,4.776277542114258,4.652251243591309,4.778436660766602,4.280946731567383,4.403428077697754,4.401025772094727,4.526454448699951,4.672416687011719,4.64658784866333,4.389439582824707,4.277719974517822,4.280210971832275,4.157652854919434,4.158685684204102,4.279097080230713,4.2793426513671875,4.602234363555908,4.402580261230469,4.400970458984375,4.399960517883301,4.280336380004883,4.281517028808594,4.279984951019287,4.4045538902282715,4.1559739112854,4.158128261566162,4.280716419219971,4.4059739112854,4.285190105438232,4.648550510406494,4.525917053222656,4.403459548950195,4.783064365386963,4.650692462921143,4.777475833892822,4.402826309204102,4.653322219848633,4.530446529388428,4.6509623527526855,4.530280590057373,4.650615692138672,4.528200626373291,4.652593612670898,4.902750492095947,4.896800518035889,4.596381187438965,4.405019283294678,4.278313636779785,4.405529022216797,4.530520439147949,4.402665138244629,4.776031970977783,4.414154052734375,4.903245449066162,4.7772216796875,4.902437686920166,4.687209606170654,4.583780288696289,4.531018257141113,4.5306501388549805,4.655018329620361,4.654461860656738,4.530950546264648,4.529432773590088,4.529402256011963,4.903040885925293,4.803134441375732,4.652555465698242,4.811256408691406,4.7136688232421875
